cell_name,cell_type,quadrant,aperture,n_train_trials,n_test_trials,train_mean_rate_hz,test_mean_rate_hz,r2_cbem_lin,r2_cbem_full,final_train_loss_lin,final_train_loss_full,checkpoint_path,metrics_path
042225Bc8,OFF sustained alpha,DN,600.0,9,6,54.81111111111111,50.53333333333333,0.8301429063646784,0.8691193199436766,3344.4599447694404,3341.3443758317426,Results/multi_cell/off_sustained_alpha/checkpoints/042225Bc8.pt,Results/multi_cell/off_sustained_alpha/metrics/042225Bc8.npz
052325Bc1,OFF sustained alpha,DT,600.0,9,6,30.02222222222222,29.46666666666667,0.5521250354904771,0.7820878476028847,1996.1393901927786,1984.6450896859837,Results/multi_cell/off_sustained_alpha/checkpoints/052325Bc1.pt,Results/multi_cell/off_sustained_alpha/metrics/052325Bc1.npz
060425Bc2,OFF sustained alpha,DT,800.0,9,6,46.49999999999999,43.98333333333333,0.5117784434416198,0.5652276500737748,2949.6157385540164,2947.384386298341,Results/multi_cell/off_sustained_alpha/checkpoints/060425Bc2.pt,Results/multi_cell/off_sustained_alpha/metrics/060425Bc2.npz
062625Bc1,OFF sustained alpha,VT,1200.0,56,27,66.52380952380952,68.24691358024691,0.6822050869980193,0.8928956786554618,2287.867266194968,2276.4474501055856,Results/multi_cell/off_sustained_alpha/checkpoints/062625Bc1.pt,Results/multi_cell/off_sustained_alpha/metrics/062625Bc1.npz
