cell_name,cell_type,quadrant,aperture,n_train_trials,n_test_trials,train_mean_rate_hz,test_mean_rate_hz,r2_cbem_lin,r2_cbem_full,final_train_loss_lin,final_train_loss_full,checkpoint_path,metrics_path
032525Bc5,OFF transient alpha,VT,1200.0,9,6,37.65555555555555,33.75,0.7208336293110514,0.868225061663351,2309.64126613401,2290.570129495688,Results/multi_cell/off_transient_alpha/checkpoints/032525Bc5.pt,Results/multi_cell/off_transient_alpha/metrics/032525Bc5.npz
040325Bc8,OFF transient alpha,VN,1200.0,9,6,59.32222222222222,58.65,0.6771768959631359,0.8540089067110557,3151.3449180192133,3107.2494575891724,Results/multi_cell/off_transient_alpha/checkpoints/040325Bc8.pt,Results/multi_cell/off_transient_alpha/metrics/040325Bc8.npz
052325Bc2,OFF transient alpha,DN,600.0,12,7,18.358333333333334,18.47142857142857,0.3327823276812,0.5223277023738514,1305.0462397801216,1292.3234247392827,Results/multi_cell/off_transient_alpha/checkpoints/052325Bc2.pt,Results/multi_cell/off_transient_alpha/metrics/052325Bc2.npz
061225Bc5,OFF transient alpha,VT,800.0,9,6,14.588888888888889,15.366666666666665,0.5432357698230529,0.7978393253732361,917.7106929386977,914.4583300506849,Results/multi_cell/off_transient_alpha/checkpoints/061225Bc5.pt,Results/multi_cell/off_transient_alpha/metrics/061225Bc5.npz
